publishedAt,authorDisplayName,textDisplay,likeCount
2022-11-21T11:40:09Z,rafan official,Bintang tamu daniel mananta bang,0
2022-11-21T11:40:07Z,SIKOPET,untung ga ke podcast sebelah yang ada di ceng2in bukannya adem ati malah kena mental dihujat warga smart people<br>ups 🤭,0
2022-11-21T11:38:29Z,Azka Klontong,"Di Indonesia ilmu peredukasian itu susah, niat mengedukasi untuk update dan upgrade ilmu yg jaul lebih baik tapi nanti ujung2nya pasti di musuhin orang, saya saja yg di fesbuk memposting baiknya mengASIhi, MPASI harus di umur yg sesuai dll ada aja kaum yg ngajak ribut, padahal niatku cuma memposting postingan yg positif, edukasi upgrade ilmu tapi dibilang Sok pinter, sok tau, dan di katain di ajak debat dll.susah",0
2022-11-21T11:33:10Z,as,Pastilah HAHAHA kalo dia biasa aja mungkn sinetron idosiar ud diapain aja ttep njehhhhhh,0
2022-11-21T11:24:02Z,Rosa Linda,Nitizen itu pinter dok. Nitizen tau siapa yang bner &amp; salah. Thanks u dok udh mengedukasi kami warga Indonesia soal skin care. <br><br>Dr Smua kejadian ini pasti ada karma buruk bagi mrka. Bahkan dlm ekonomi mrka,0
2022-11-21T11:20:59Z,Trisye Lalenoh,Aku suka bgini kontenya bang Densu membuat klarifikasi,0
2022-11-21T10:55:48Z,r. icha12,Dari awal sampe skrng gw masih ada d team dokter Richard Lee.. gk peduli si kp muslim tp klo salah ya salah aja.. akhirnya kita tau kebenarannya.. semangat terus mengedukasi kita2 yg minum literasi tentang per skincare an dok.. 🙏,3
2022-11-21T10:55:01Z,Tia Noor,Sudah lah dok...maafkan aja karna yakinlah dok diagama kami yaitu Islam Allah lah hakim dari segala hakim GK peduli itu siapa dan istri siapa jika Dy salah akan ada balasan nya...semangat dok terimakasih edukasi nya selama ini...selamat kembali untuk mengedukasi emak2 seperti saya agar bisa memilih krim yg aman🤗🤗,0
2022-11-21T10:43:19Z,Felisia Queen syakila V,"Kurang ajar si betina nih,,dendam kesumat bgt",0
2022-11-21T10:29:43Z,Inestesya gab,"<a href=""http://gila.lu/"">Gila.Lu</a> KARTIKA PUTRI... Tunggu lah Azab mu... Kau aniaya Anak Tuhan, Murka Tuhan menantimu",0
2022-11-21T10:07:44Z,Sintya Wulan,Penuh perjuangan bgt pak dokter. Salut 🥺,1
2022-11-21T10:05:57Z,Figo andhara,mnding podcast sini daripada sebelah,0
2022-11-21T10:01:46Z,emily,"Yg jadi pertanyaan apa yg menyebabkan polisi harus bertindak sedemikian rupa ini bukan kasus pembunuhan, bukan korupsi tapi kasus pencemaran nama baik. Kok bisa sedramatis itu. Fs dan PC pembunuhan berencana, penghilangan barang bukti bisa tdk lgsg ditahan. Negara dikuasai mafia ini.",0
2022-11-21T09:57:56Z,Kumbang Merana I,"Semua orang tau apa yg di lakukan Dr itu untuk mengedukasi orang, semangat Dr",0
2022-11-21T09:55:22Z,Felisia Queen syakila V,Oh kayaknya klinik n dokter yg dimksd dktr Richard tau deh aku.. 🤭,0
2022-11-21T10:31:56Z,Jibril Ramadhan,Punyanya si B*n*ng kah ya kak? Hehe,0
2022-11-21T09:54:09Z,Call Me Febri,"Wah... polisi macam apa itu... jangan sebut oknum lagi..lelah.. image polisi sudah buruk, perlakuan yang sangat tidak menyenangkan kepada masyarakatnya. Tagline mengayomi itu palsu.. kasihan dengan polisi-polisi yang bekerja dengan baik dan jujur harus menanggung image yang buruk ini.. menyedihkan...",1
2022-11-21T09:47:12Z,Isti Suryani,"Kasian yaa si KP cuma dijadiin tumbal sama pesaing2 nya dr R. Ditunggangi,",0
2022-11-21T09:45:35Z,Rara Wari Siwi,Bijak bijak banget 👍,0
2022-11-21T09:24:13Z,Kheng Oei,"Saya setuju dengan Dr Richard Lee, jangan pernah minta maaf untuk sesuatu yg benar yg kau lakukan, minta maaf hanya untuk hal yg salah (mungkin caranya, atau lack of wisdom dalam berkatakata). Tuhan Yesus, sekalipun Dia memberikan pipi kiri ketika ditampar piping kanan, tidak pernah sekalipun minta maaf atas apapun yg Dia lakukan (karena Dia never lack of wisdom in anything he does).",0
2022-11-21T09:17:26Z,Aries Dokris,Sekarang KP menikmati semuanya,0
2022-11-21T09:16:39Z,isty maryani,Semangaaaaaaat dokter...,0
2022-11-21T09:12:42Z,Alma Sandiana,gue dukung lo dokkkkk!!!,0
2022-11-21T09:11:28Z,Boba Bluk,"Karma pasti ada, pasti ada sesuatu perbuatan tak baik yg anda lakukan dimasa hidupmu.",0
2022-11-21T09:11:05Z,Ayu Tri Muliani,“BPOM ada di mana?” nyesek dengernya 🥺,1
2022-11-21T09:06:20Z,PDIP KEREN,habib apa  itu chuaks,0
2022-11-21T08:48:43Z,Ewit Maulidiarni,Kerna dokter richatd aku tau ciri2 skincare bpom yg baik untuk dipakai,0
2022-11-21T08:48:08Z,SENARAI DAILY,Padahal kalo KP minta maaf &amp; klarifikasi setelah pembuatan youtube pertama mungkin gak akan di hujat netizen juga.<br>Btw Selamat dr. Richard ikut seneng saya dukung dr awal kasus.,0
2022-11-21T08:44:59Z,storyofchiky,"Dokter richard, tunjukan tujuan baik mu.. Tuhan yg tau hati ciptaan-Nya. Selama apa yg kamu buat itu baik untuk orang2 sekitar, kebaikan itu akan datang juga ke dokter richard. GBU",1
2022-11-21T08:44:20Z,Michi & Nurul,Terusin konten spill skincare bahaya ya dok 💗 kita konsumen berhutang banget sama dokter 💕,2
2022-11-21T08:36:40Z,Kak Doy,Ihhh ngapain sedih lo dok??? Kita emak2 waras  tuh dukung lo!! GBU dokter kesayangan emak2.,0
2022-11-21T08:35:09Z,marcellina sriwati,Dok aku dr dulu respec dr dulu.......kamu memang punya kasih luar biasa....seperti ajaran kita Tuhan Yesus kasih memaafkan..berdoa untuk musuhmu itu kwalitas hidup de tertinggi..Jbu dok  sehat terus buat dokter dan fam...aku bangga padamu dok,0
2022-11-21T08:34:17Z,Tirsa Erfani,kerennnnnnnnnn,0
2022-11-21T08:33:19Z,MALAIKAT,"Kok nonton mereka aku terhibur ya,dari gaya bicara ,merangkum ceritanya tuh seru.pdhl kan aslinya sedih <a href=""http://ya.tp/"">ya.tp</a> mnghibur suasana hatiku bgt ni video",0
2022-11-21T08:33:02Z,ADRIAN FADILLAH,"Yah betul kayanya dr harus lebih hati,,dalam bertutur biar ngga ada masalah",0
2022-11-21T08:29:49Z,Agus Morgan,Polisi Sambo,0
2022-11-21T08:29:23Z,admin,"tenangg dokk namamu tetep di puja puja kok sebagai penyelamat kulit wanita, sedangkan yang disana kan namanya tetap artis cream abal abal, bukankah begitu ? lagian hujatan seperti apa sih yang dimaksud ? perasaan dari awal kasus ini muncul juga dokter disebut penyelamat kulit wanita 😅",0
2022-11-21T08:28:03Z,Afria Natalia,Emng sakit banget sih jadi dokter.. semangat dokter 😌,0
2022-11-21T08:24:45Z,Enda,Coba klau org kecil mana paham kalau di gituin..emang uang berkuasa...untuk dokter pinter baca situasi,0
2022-11-21T08:23:14Z,Autonomous Sensory Top Response,Dia ga pernah maksa pake produknya dia lho. Yang selalu dia tekankan adalah kita harus pake produk yang udah BPOM.,1
2022-11-21T08:22:51Z,Tiara Intani,Ngakak nasi babi 😂🤣,0
2022-11-21T08:21:33Z,Autonomous Sensory Top Response,"Gara² dokter ini gw jd melek skincare, dari yanh 35 tahun lalu ga pernah pake skincare, skrg mulai umur 36 jd rutin skincare an. Muka jd lebih glowing. Makasih banyak dok!!",48
2022-11-21T08:20:46Z,Cheza n Bevan,Semangat terus dokter RL.,0
2022-11-21T08:17:40Z,Londryn2 N2,Bang densu anda👍dokter ricard jg keren,0
2022-11-21T08:09:56Z,terimo ngalah,"si karput berjilbab bersuami ustadz tapi sesungguhnya si karput itu iblis  naudzubilah mindzalik sum&quot;ma naudzubilah, semoga di azab di dunia dan akhirat",1
2022-11-21T08:08:16Z,Teguh Ditara,kalau saya mendukung Kartika Putri walaupun beliau kalah persidangan<br>saya mendukung untuk beliau di penjarakan dan di berikan hukuman yang sekejam2nya karena sudah banyak merugikan masyarakat indonesia dengan memberitakan kabar bohong dan merugikan dr yang berusaha berbuat baik demi kepentingan banyak orang😆,0
2022-11-21T08:05:23Z,Dhiana Yuanita,"Pesannya nyampe buat saya pribadi, trimakasih dr.richard dan bang densu 💖",0
2022-11-21T08:02:12Z,Fitria Anggraini,maniak psiko itu si itu..sabar dok,0
2022-11-21T07:56:35Z,jeannette Exelita,"baru tau dr nya dah minta maaf berkali kali tapi si cewe itu gk mau maafin, jahat bner ya",0
2022-11-21T07:55:41Z,Estuwanti Kusmaulana,Yg heran si Kp kan istrinya habib. Kan biasanya klo habib itu hatinya lbih lembar lebih luass.. kok ini engga ya,0
2022-11-21T07:34:09Z,Ali Herdiansyah,Parah Kalo ini KP Memperpanjang Kasus ini Gue Aga Bertanya&quot; Juga Peran Suaminya ?,1
2022-11-21T07:33:03Z,Daiva Khaylila,"Polisi indo = NAJIS. Dr kanjuruhan, kasus2 begini, bawa asal bawa, dll pokonya najis dah gua blg najisss....",0
2022-11-21T07:31:30Z,mega supriyatin,Tenang sJa dok hukum karma g bkl salah arah.. Nanti dokter akan melihat dia hancur,0
2022-11-21T07:26:45Z,My Real Story,Asli donk AQ tonton Ampe habis. semangat dokter,0
2022-11-21T07:21:22Z,Shyela Gouw,Kacau banget ternyata orang yg laporin,0
2022-11-21T07:20:05Z,Melieana Cugono,"Di menit ke 55 trjadi ketidaksamaan pendapat antara dokter ricad sama ko densu , mnurutku krn ko densu seniman dan dokter ricad itu dokterr jadi dokter ricad emang butuh permintaan maaf dari si KP untuk memperbaiki trauma nya 😊",0
2022-11-21T07:19:41Z,Erly Kwok,"Ikut bahagia krn dr Richard dinyatakan tidak bersalah. Ckp diam dan dekat pd Tuhan, mk Tuhan sendiri yg berperkara atas lawan kita. Gbu dr Richard",0
2022-11-21T07:17:42Z,Mariana Cora,Top bgt dah ko Densu 😍😍👍👍👍 dr. Richard keep going yaaahhh.. Indonesia butuh orang2 kayak dr. Richard ❤,0
2022-11-21T07:09:27Z,Jihan Kumala,Asal kak densu tauu... saya salah satu orang yg tobat dari krim abal-abal.. dannn berhasil bangkit dari masalah perkulitan yg dulu bikin minder dan overthinking. Berkat konten si dokter ini...,4
2022-11-21T07:08:54Z,Widdi Mahdeya,"Td baru aja ngliat sma bandingin penjara di Korea Selatan sma di Indonesia,penjara di Indonesia parah bngt,  gue berpikir org&quot; yg bersalah jga layak diperlakukan dengan baik,..",0
2022-11-21T06:57:44Z,Anii,Masyarakat resah dgn banyaknya produk kecantikan. Masyarakat happy &amp; bertambah pintar dgn adanya review dr. Richard. Masyarakat tidak mungkin tahu produk tsb mengandung merkuri/hidrokuinon atau tidak. Dan ini sangat berpengaruh terhadap kesehatan konsumen.,1
2022-11-21T06:53:52Z,Ms Crabby,"berapa kali dr richard ngmg &quot; kaya gitu punya,,&quot; hahaha seru bgt dnger dokter cerita. untung skrg udah bebasss amin",0
2022-11-21T06:43:22Z,Chintara Defika,"siapapun yg menang / kalah, bener/salah, sama aja 22nya bakalan salah2an ga ada abisnya 🙃",0
2022-11-21T06:42:32Z,Heni Nurcqhyani,"Alhamdulillah ,tidak bersalah",0
2022-11-21T06:36:53Z,Sikhod Lubis,Hadeeh miss tabayyun...gitu tuh tabayyun? Bikin malu agama islam aje...,0
2022-11-21T06:36:42Z,Rahayu Irawati,Makasih bang den .udh ngundang dr richard <br>Tetap mengedukasi kami wanita indonesia biar tau mana skincare yang tepat untuk kebutuhan kulit kita dok .semangat!! Semoga Tuhan selalu memberkati ♡,5
2022-11-21T06:26:57Z,Rita Rosida,"dari masalah dr richard ini, bisa terlihat seperti apa hukum negara konoha tersayang, yg seharusnya hukum yg sudah benar2 jelas yg mana benar<br>diribettin dalam segala waktu, uang, dan mental. <br>miris",1
2022-11-21T06:17:40Z,Alpin Nova,semangat dokter. <br>dokter jauh baik dr yg onoh. yg katanya hijrah tp hatinya gk dihijrahin hahaa,0
2022-11-21T06:14:08Z,Rahmi Ar,"Serang balik dok, capek nangkis",0
2022-11-21T06:01:12Z,andi bumen,"Omongannya masuk akal, bisa diterima",0
2022-11-21T05:58:26Z,Deni Abdurrahman,Ini perasaan bang densu sering ngomong &quot;sekerang gua mau nanya&quot; mulu,0
2022-11-21T05:58:04Z,Florentyna Novitasari,ini podcast menguatkan bgt 😊 Terimakasih dr richard lee dan bang densu 😊😊,0
2022-11-21T05:56:51Z,Toni Cahyo,"<a href=""https://www.youtube.com/watch?v=mve26ZiedmA&amp;t=53m41s"">53:41</a> menurut gue si dokter ini emang punya ilmu, percuma dong jadi dokter punya ilmu tapi tidak lakukan hal baik orang lain, apa lagi dokter ini pasti ada sumpah dokter juga. mereview produk ada kandungan berbahaya atau abal abal sebenar dokter pengen mencegah wanita indonesia menggunakan produk abal abal berbahaya, pepatah bilang lebih baik mencegah dari pada mengobati dan sebaik baiknya seseorang itu orang yang bermanfaat bagi orang lain. Gara gara dokter ini meneliti produk tersebut kita tau atau saudara perempuan kita atau ibu kita liat video dokter tersebut tau produk abal abal membahayakan buat kulit wajah, dengan ada edukasi dokter ahli di bidang tersebut sangat bermanfaat terutama bagi wanita indonesia",1
2022-11-21T05:51:39Z,Anggun Lestari,Sy org muslim... Percaya dok... Selamat dr Richard sudah keluar dri masalah kmrin🥺 biar Tuhan sj yg bls.,0
2022-11-21T05:45:25Z,Manda Sawitri,Dari awal sdh kliatan Dr ini g cari2 mslh tp malah disuruh berhati2.. tp malahan jd masalah,0
2022-11-21T05:30:39Z,Hobi Wife 💜,"Padahal berkat dr.Richard banyak wanita indonesia selamat dari krim abal&quot; yg sangat bahaya, aku sekarang kalau beli skincare aja pilih gk gila&quot; kinclong glowing yg instan. Semangat dokter, yg benar memang pasti menang",0
2022-11-21T05:28:15Z,Melika Fifani Boho Pakpahan,Dokter Richard say &quot;Kebahagian gue bukan untuk nyakitin orang&quot;.. Kalimat yg deep banget.. 🥺,0
2022-11-21T05:27:52Z,Muhammad Saiful,Salam dari 🇲🇾 buat semua saudara di indonesia.saya fans Dr. tetap dukung Dr.richard.,0
2022-11-21T05:26:55Z,Devi Budiarti,Semangat dokter icaaaad<br>Tuhaan memberkaaatimu,0
2022-11-21T05:26:49Z,ina nurhayati,D negara konoha ini klo ada yg bongkar mapia malah balik jd tersangka. Pdhl ini tuh penting bgt edukasi tth skincare. Jmn skrg serem bgt byk skincare abal abal,1
2022-11-21T05:19:04Z,Harry Hartanto,"<a href=""https://www.youtube.com/watch?v=mve26ZiedmA&amp;t=1h08m31s"">1:08:31</a> ih daun yang di belakang gerak sendiri",0
2022-11-21T05:18:14Z,Muhammad Azka,Kyk aku biasaan pipis 😭,0
2022-11-21T05:15:19Z,Pubg Hippo,Tak botak mn paham,0
2022-11-21T05:14:27Z,rudy afianto,🤣🤣🤣 Bestie nya Denis muncul,0
2022-11-21T05:12:57Z,Abraham Adijaya,"baca buku Letting Go karya David R Hawkins dokter, semoga membantu",0
2022-11-21T05:08:21Z,ana Ana,Kerenn banget euyyy kata2 bang densu. Sangat menginspirasi😇😇😇,0
2022-11-21T05:06:05Z,Nelly Marlina,Dr Richard gk pernah nyaranin penonton YouTube a untuk pkek produk nya. Dia cuman bilang pakailah yg sudah BPOM. GK harus brand punya dia.,1
2022-11-21T05:04:23Z,Dbs,Awalnya kena teknik kriminalisasi ala aparat S.,0
2022-11-21T05:03:18Z,Rapi,"apa mesti jatuh korban seperti obat sirup abal2, seharusnya konten mengedukasi seperti dr richard itu sangat membantu konsumen dlm memilih produk yg baik",1
2022-11-21T05:01:42Z,Sekar Ayu,Walopun 2 tahun dokter di zalimin dirusak nama baik nya percayalah dok netizen tau mana yg benar mana yg salah.. Dr awal dukung dokter banget... 😍,1
2022-11-21T05:00:32Z,dawer allbase,maaf ya. kok spt penjahat kakap. apa mmg begitu? sebetulnya kasus apa?,0
2022-11-21T04:59:45Z,Lola Home,Parah bngt dokter di perlakukan seperti maling motor... Sabar yah dokter,0
2022-11-21T04:54:12Z,innov 1001,Sekelas Dr aja bisa di gituin apa lagi kita orang yang biasa dalam kutip orang kecil,0
2022-11-21T04:52:38Z,joree makagiansar,"Amarah, dendam atau sakit hati  itu tdk pernah mendatangkan damai dihati, jadi maafkanlah spy hatimu sembuh. Biarkan Tuhan yg menyelesaikan dg caraNya.",0
2022-11-21T04:51:15Z,꧁𑁍 ℕ 𑁍꧂,"Dasar razman kampret , preman 😂😂😂😂😂😂",0
2022-11-21T04:51:09Z,.,wajah polisi indonesia,0
2022-11-21T04:44:43Z,Febrian Hutabarat,"Iya ya, Institusi yang terkait koq ga menjadikan ini momentum ya? Skincare abal2 dibiarin. Sampe obat penurun panas anak2 yang tercemar pun perlu korban jiwa dulu baru bergerak. Itupun pake cuci tangan....",1
2022-11-21T04:43:06Z,Toni Cahyo,"Benar Dr. Itu cuman menyampaikan kebenaran mengedukasi bagi wanita di luar sana, bayangkan aja dengan penjelasan Dr tersebut, beliau menyelamatkan wanita indonesia dari produk kandungan berbahaya tersebut, orang benar dan jujur malah mau di polisikan di cari cari kesalahan beliau, pada hal Dr tersebut bicara edukasi bukan sembarangan bicara tapi itu udah bidang dia ahlinya soal kecantikan",0
2022-11-21T04:41:41Z,Lingga Jepang official,Dokter  gak bs kejebak dengan pertanyaan si dendsu,0
2022-11-21T04:41:08Z,20-L-Ni Luh Gede Silawati,semangat dr richard🥰🥰🥰,0
2022-11-21T04:38:23Z,Baby Erico life,Bener2 appreciate ke dr richard😊😊 berani meminta maaf wlopun dy sama2 disakiti dan dy menghargai wanita yaitu mba KP😊😊,0
2022-11-21T04:38:06Z,Lingga Jepang official,Si bibir jeding alis sincan<br><br>Gaya nya so agamis<br>Pake jilbab<br>Eh alis. Sincan sebelum berjilbab <br><br>Lu jilbab dulu hati otak pikiran  dan cocot kau eh alis sincan bibir jeding<br>Punya laki di panggil habib tp gk jamin bs didik si sincan bibir jeding,0
2022-11-21T04:37:47Z,Erna Obara Daily,Semangat..Indonesia harus pintar,0
2022-11-21T04:34:33Z,Lingga Jepang official,Jgn minta maaf sm si bibir jeding alis sincan .alias kp,0
2022-11-21T04:34:15Z,Game Buddy,"Maklum KP bekas artis HOT walau udah tobat, prilaku masa lalunya mungkin masih di bawa",0
2022-11-21T04:33:55Z,Lingga Jepang official,Hebat x yaaa si bibir jediang alis sincan..alias s kp artis gk laku yg klo peran <br>Jd pemeran jd org  oon bisa nyuruh polisi jemput  dokter Richard <br>Byr brp tuh oknum polisi  nya,0
2022-11-21T04:32:54Z,Aprian Uwais,"Dokter ko bnyK bgt bacotnya ap lgi laki, anehnya bnyK yg bela lgi 😂",0
2022-11-21T05:02:43Z,Dwi RZ,"@꧁𑁍 ℕ 𑁍꧂ kayanya yg komen itu tersinggung sekali, ada ruginya kali yaa sama omongan dokter",0
2022-11-21T04:58:53Z,꧁𑁍 ℕ 𑁍꧂,"Gk ada yg aneh , orang juga mau meluapkan uneg2 nya , yg aneh tu eloooooo heyy pembela karpet dan pembela cream abal abal 🤣🤣🤣🤣",0
2022-11-21T04:52:00Z,Dwi RZ,Emang kalau ngebela anehnya darimana?? Bagaimana bisa aneh?? Bacotnya dokter dari segi apa??,0
2022-11-21T04:31:19Z,cristal love,Y gk usah di sebut lg dok ntr di laporin lg bermasalh jmg kebablasan ngmng nya kebiasaan bngt... terlalu jujur😅😅😅,0
2022-11-21T04:30:03Z,ahmads90,Kalau tidak salah jgn pernah minta maaf,0
2022-11-21T04:27:50Z,aya_,Bang densu the best!! ✨,0
2022-11-21T04:24:42Z,andika A.,Kenapa malah lu yg kebanyakan bacot si den?,0
2022-11-21T04:22:54Z,wilada tika,"Iya sih, krna konten review dr.richard itu adil, kalo aman ya mau produk apapun di bilang aman, kalau tidak aman ya tidak aman, jd kalopun dkter sendri punya klinik kecantikam, ga semata&quot; semua produk di bilang tidak aman.<br>Tp sebagai salah satu penonton dr.richard, saya sangat merasakan dampak positif dr konten dkter, dan lebih bnyak tau pastinya.<br>Lebih selektif dan berhati hati dalam memilih skincare walaupun sampai detik ini saya belum pernah memakai produk dr klinik dktr.<br>Justru mgkin yg lebih dpt keuntungan dr konten dokter adalah produk&quot; yg sudah di review aman yg lebih gampang di dapatkan dipasaran dan hrganya lebih murah.",0
2022-11-21T04:22:36Z,Rumiah Rahmat,Jangan2 oknum aparatnya kena suap hingga kyk gtu 🤭🤭🤭,0
2022-11-21T04:22:11Z,Amalia Jambi,Klo AQ LBH baik polisi yg nangkap hrs  d tangkap jga. Hrs d laporkan. Krn itu BSA mncmrkn nama baik. Sam itu si karput jg. Hrs tnggung jwb,0
2022-11-21T04:21:46Z,Windi Eka Story,Nama baik dokter gak pernah jelek di mata kami. Semoga sehat selalu dokter😇,0
2022-11-21T04:21:20Z,G J,Mesti di teribkan aparat spt itu,0
2022-11-21T04:21:11Z,Amalia Jambi,Klo AQ LBH baik polisi yg nangkap hrs  d tangkap jga. Hrs d laporkan. Krn itu BSA mncmrkn nama baik. Sam itu si karput jg. Hrs tnggung jwb,0
2022-11-21T04:21:03Z,Amalia Jambi,Klo AQ LBH baik polisi yg nangkap hrs  d tangkap jga. Hrs d laporkan. Krn itu BSA mncmrkn nama baik. Sam itu si karput jg. Hrs tnggung jwb,0
2022-11-21T04:20:30Z,Lala Widodo,"Iya dok..ga pa2 si kp ga ush minta maaf aja,nnti klo minta maaf mlh bikin pencitraan biar dpt simpati 🤭",0
2022-11-21T04:20:23Z,Supriadi Simbolon,Mantap dok.richad kepentingan botak gak sepenting dokter richad❤,0
2022-11-21T04:18:06Z,Wahyuni Purnama,Lucu pas bilang Gue di Culik😂,0
2022-11-21T04:14:54Z,Anonim,"Sedih denger cerita yg sudah dilalui DRL. 1 dislikepun ga ada, memang kebenaran selalu punya jalannya. Saya harap DRL lihat like dan komen nitizen disini. Semuanya sayang DRL.",0
2022-11-21T04:08:53Z,meyvi korua,karna dokter richard skrg aku jadi tahu memilih cream wajah yg aman dan BPOM,0
2022-11-21T04:06:38Z,Giri Putri,Yatuhan si KP dzolim banget 😌,0
2022-11-21T04:06:35Z,aya_,"Aku tahu ini pengalaman yg sangat tdk menyenangkan buat dr. Richard, tapi dengerin ceritanya ngakak mulu.. ngehibur bgt 😭😆 maaf ya dokter, malah jadi ketawa.<br>Anyway, ikut seneng akhirnya udah selesai dan memenangkan persidangan nya.",1
2022-11-21T04:06:26Z,Susy Kristini,Semangat dokter 💪 tetap lakukan kebaikan 👍👍,0
2022-11-21T04:06:01Z,Tuti Karolina,Nyata nya yg beragama blm tentu benar<br>Dan dr kasus ini kelihatan bgtt bobrok penanganan hukum dinegri ini,0
2022-11-21T04:03:42Z,Qhumayra Adnan,"nasihat ibu Dr g Salah emang si Hati busuk aja hatinya terlalu busuk, daridulu  netizen udah tau sibusuk hati 1 itu bukan cuman mulutnya yg pandai bersilat lidah, tapi hatinya penuh dendam, <br><br>g heran kalo siBoboho  bersikap kaya gtu kalo ada podcast diminta G naik, dia pasti ngambek kaya ibu2 komplek tukang gosip yg G dpt bahan gosipan ,<br>udah bnyak korbanya, <br><br>buat DR richard atas apa yg udah dialami percayalah org zalim pasti ada Balasanya, <br>tetap mengedukasi dgn cara yg baik dan aman,.<br>tetap menjadi seorang DR humble yg peduli akan kami org awam yg tdk tahu ilmu kecantikan ini, <br>apa yg sudah DR lewati in sya Allah akan menuai hal baik dikemudian hari,<br><br><br>biarlah sihati busuk dengan dendamnya yg membuat hidupnya tdk tenang sendiri,<br>krn org yg hatinya busuk krn berpenyakit dendam hanya akan mengurangi berkah dan kebahgiaan hdupnya, <br>banyak berdoa semoga Tuhan bantu DR utk lepas dri belenggu dendam si manusia hati busuk itu",0
2022-11-21T04:02:30Z,Supriadi Simbolon,Keren statmen densu🎉,0
2022-11-21T04:01:07Z,campus birulaut21,Yang penting tetap.semangat dan giat berkerja dan berkarya.....,0
2022-11-21T03:58:50Z,R F,"Pelajaran yang bisa diambil dari dokter Richard, jangan pernah cari masalah sama emak-emak :))",0
2022-11-21T03:58:17Z,Fajar Nur,Sabar dok.Kemarin mengemis ngemis minta maaf.Nah skrg berbalik malu ke dia kan.Kebenaran psti ada jalannya,0
2022-11-21T03:56:50Z,haru chan,mana tuh sih karput🤣suruh cium tangan sih dokter🤣🤣,0
2022-11-21T03:55:23Z,renz Hartono,Ternyata Deddy Corbuzier wataknya begitu ya ???apa Cuan segitu pentingnya sampai harus cuekin dokter Richard?,0
2022-11-21T03:50:03Z,ayu puspita,kasus pencemaran nama baik udah kayak kasus terorisme,0
2022-11-21T03:43:37Z,bee abel,Diluar negri bnyk dktr atau ahli kecantikan yg ksh konten kecantikan mana produk yg ok dan tdk tp find find aj  semua fair,0
2022-11-21T03:42:08Z,Wimendy Aristaldo,"sekolah gua 6 th bang, mewek liat ini wkwkkw",0
2022-11-21T03:42:00Z,Lispi Dewi,"sangat terbantu dengan review dokter,karena orang awam gatau efek pemakaian krim abal* bukan cuma akan merusak wajah tapi juga bisa bikin kanker kulit.",0
2022-11-21T03:34:44Z,Ida Sumiati,Kebanyakan duit yg disono....hahaha,0
2022-11-21T03:33:27Z,Awan,"Aga gila sih ini manusia selalu merasa benar ga takut dosa Ya Allah semoga diberi hidayah utk skincare abal2 ini , semoga dimaafkan dosa2nya karena pertangggung jwban diakherat lebih perih. Nikmati aja demi uang diduniamu smpai lupa akherat. Camkan . Semua ada balasannya.",1
2022-11-21T03:33:19Z,Rumantibutarbutar Rumanti86,Alhamdulillah dokter🙏semoga makin sukses,1
2022-11-21T03:28:30Z,I Just Learn How To Change Name,Si KP duh 😂 masih punya muka dia muncul di publik?,0
2022-11-21T03:25:32Z,Utari Oktaviani,Emg ya habib sama kartika putri gaada otak,0
2022-11-21T03:19:50Z,Ayu keke Rosta Winda,"Terkadang kita mikirr damaiii ituu indah, tp terkadang orang lainn mikir juga klu resekk itu lebihh indahhh. Klu kata q sihh ceweknyaa ituu lebih ke gengsiii,rasa ikhlasnyaa blmm muncull si cewekkk nii, ya muga2 rasa ikhlasnya muncull sblm dpt teguran dari Allah SWT AAMIIN",0
2022-11-21T03:15:09Z,Lastri andini,Jgn dipotong terus dong omongan nara sumber nya bang den,1
2022-11-21T03:14:58Z,Baby Erico life,Yg pernah komentarin agak julid setauku cuma dr NM😅 katanya &quot;klo jd dokter yaudah jd dokter ja gausah jd komentator&quot;😮,0
2022-11-21T03:07:26Z,Widarti Prayitno,Dari dulu ak emang gak suka sm si KP,0
2022-11-21T03:04:31Z,ervlyn yutub5,"Gatau napa kalau nntn ini, kaya ada hadirat Tuhan 😂😂 emg konyol sih komen gua tapi gua merasa bgtu 😂😂",0
2022-11-21T02:57:10Z,Nisa,"Ya ampun udah kali lah ni masalah selesai . Apalagi sih yang mau di perdebatin , gua aja yang nonton cape 🥲🥲 semoga kalian semua sehat selalu ya ...",0
2022-11-21T02:56:57Z,sally sally,jujur dulu aku suka bgt liat postingan dokter Ricard sangat mengedukasi untuk kaum perempuan..tp jjr semenjak nge posting soal sidenis  langsung unfollow karna gk ada segi edukasi mlh yg ada ngumbar aib yg gk bermanfaat,0
2022-11-21T02:44:52Z,Fitri Ariska,"Semangat dokter,,,",0
2022-11-21T02:42:53Z,Ciputz Chanel,dari awal saya ada di pihak dr.ricard<br>selamat dok,0
2022-11-21T02:42:46Z,Shinta Yanuardani,Aku jg berpikir dr dulu.. knpa dr.ricad brdiri sndiri.. kmna IDI..🙄🙄<br>Bukanny dr.ricad melakukan kebaikan krna meriview produk² cream mrcury,0
2022-11-21T02:39:17Z,Shakiya Margareta,"Ya Tuhan... Pantas kok smpe 2 tahun padahal dr Richard ga salah dan pelaporan pencemaran kok panjang eps nya. TERNYATA ditunggangi banyak pihak!. Berasa nonton  drama Korea inimah, di jebak dan di dzolimi! Jahat banget kalian!!!",1
